"searge","name","notch","sig","notchsig","classname","classnotch","package","side"
"field_1630_D","field_1630_D","F","[LEnumArt;","[Liq;","EnumArt","iq","net/minecraft/src","0"
"$VALUES","$VALUES","$VALUES","[LEnumArt;","[Liq;","EnumArt","iq","net/minecraft/src","0"
"field_507_a","entityId","a","I","I","Packet29DestroyEntity","rv","net/minecraft/src","0"
"Sky","Sky","a","LEnumSkyBlock;","Leb;","EnumSkyBlock","eb","net/minecraft/src","0"
"Block","Block","b","LEnumSkyBlock;","Leb;","EnumSkyBlock","eb","net/minecraft/src","0"
"field_1722_c","field_1722_c","c","I","I","EnumSkyBlock","eb","net/minecraft/src","0"
"field_1721_d","field_1721_d","d","[LEnumSkyBlock;","[Leb;","EnumSkyBlock","eb","net/minecraft/src","0"
"$VALUES","$VALUES","$VALUES","[LEnumSkyBlock;","[Leb;","EnumSkyBlock","eb","net/minecraft/src","0"
"field_1127_a","imageData","a","[B","[B","TextureFX","aw","net/minecraft/src","0"
"field_1126_b","iconIndex","b","I","I","TextureFX","aw","net/minecraft/src","0"
"field_1131_c","anaglyphEnabled","c","Z","Z","TextureFX","aw","net/minecraft/src","0"
"field_1130_d","textureId","d","I","I","TextureFX","aw","net/minecraft/src","0"
"field_1129_e","tileSize","e","I","I","TextureFX","aw","net/minecraft/src","0"
"field_1128_f","tileImage","f","I","I","TextureFX","aw","net/minecraft/src","0"
"field_27268_b","field_27268_b","b","I","I","GuiSlotStats","iv","net/minecraft/src","0"
"field_27273_c","field_27273_c","c","Ljava/util/List;","Ljava/util/List;","GuiSlotStats","iv","net/minecraft/src","0"
"field_27272_d","field_27272_d","d","Ljava/util/Comparator;","Ljava/util/Comparator;","GuiSlotStats","iv","net/minecraft/src","0"
"field_27271_e","field_27271_e","e","I","I","GuiSlotStats","iv","net/minecraft/src","0"
"field_27270_f","field_27270_f","f","I","I","GuiSlotStats","iv","net/minecraft/src","0"
"field_27269_g","field_27269_g","g","LGuiStats;","Ldv;","GuiSlotStats","iv","net/minecraft/src","0"
"field_857_h","cargoItems","h","[LItemStack;","[Liz;","EntityMinecart","yl","net/minecraft/src","0"
"field_20910_a","minecartCurrentDamage","a","I","I","EntityMinecart","yl","net/minecraft/src","0"
"field_20911_b","minecartTimeSinceHit","b","I","I","EntityMinecart","yl","net/minecraft/src","0"
"field_20912_c","minecartRockDirection","c","I","I","EntityMinecart","yl","net/minecraft/src","0"
"field_856_i","field_856_i","i","Z","Z","EntityMinecart","yl","net/minecraft/src","0"
"field_20913_d","minecartType","d","I","I","EntityMinecart","yl","net/minecraft/src","0"
"field_9418_e","fuel","e","I","I","EntityMinecart","yl","net/minecraft/src","0"
"field_9417_f","pushX","f","D","D","EntityMinecart","yl","net/minecraft/src","0"
"field_9416_g","pushZ","g","D","D","EntityMinecart","yl","net/minecraft/src","0"
"field_855_j","field_855_j","j","[[[I","[[[I","EntityMinecart","yl","net/minecraft/src","0"
"field_9415_k","field_9415_k","k","I","I","EntityMinecart","yl","net/minecraft/src","0"
"field_9414_l","field_9414_l","l","D","D","EntityMinecart","yl","net/minecraft/src","0"
"field_9413_m","field_9413_m","m","D","D","EntityMinecart","yl","net/minecraft/src","0"
"field_9412_n","field_9412_n","n","D","D","EntityMinecart","yl","net/minecraft/src","0"
"field_9411_o","field_9411_o","o","D","D","EntityMinecart","yl","net/minecraft/src","0"
"field_9410_p","field_9410_p","p","D","D","EntityMinecart","yl","net/minecraft/src","0"
"field_9409_q","field_9409_q","q","D","D","EntityMinecart","yl","net/minecraft/src","0"
"field_9408_r","field_9408_r","r","D","D","EntityMinecart","yl","net/minecraft/src","0"
"field_9407_s","field_9407_s","s","D","D","EntityMinecart","yl","net/minecraft/src","0"
"field_1286_a","bipedHead","a","LModelRenderer;","Lps;","ModelBiped","fh","net/minecraft/src","0"
"field_1285_b","bipedHeadwear","b","LModelRenderer;","Lps;","ModelBiped","fh","net/minecraft/src","0"
"field_1284_c","bipedBody","c","LModelRenderer;","Lps;","ModelBiped","fh","net/minecraft/src","0"
"field_1283_d","bipedRightArm","d","LModelRenderer;","Lps;","ModelBiped","fh","net/minecraft/src","0"
"field_1282_e","bipedLeftArm","e","LModelRenderer;","Lps;","ModelBiped","fh","net/minecraft/src","0"
"field_1281_f","bipedRightLeg","f","LModelRenderer;","Lps;","ModelBiped","fh","net/minecraft/src","0"
"field_1280_g","bipedLeftLeg","g","LModelRenderer;","Lps;","ModelBiped","fh","net/minecraft/src","0"
"field_20098_h","bipedEars","h","LModelRenderer;","Lps;","ModelBiped","fh","net/minecraft/src","0"
"field_20097_i","bipedCloak","i","LModelRenderer;","Lps;","ModelBiped","fh","net/minecraft/src","0"
"field_1279_h","field_1279_h","j","Z","Z","ModelBiped","fh","net/minecraft/src","0"
"field_1278_i","field_1278_i","k","Z","Z","ModelBiped","fh","net/minecraft/src","0"
"field_1277_j","isSneak","l","Z","Z","ModelBiped","fh","net/minecraft/src","0"
"field_21164_a","objectType","a","I","I","WatchableObject","ma","net/minecraft/src","0"
"field_21163_b","dataValueId","b","I","I","WatchableObject","ma","net/minecraft/src","0"
"field_21166_c","watchedObject","c","Ljava/lang/Object;","Ljava/lang/Object;","WatchableObject","ma","net/minecraft/src","0"
"field_21165_d","isWatching","d","Z","Z","WatchableObject","ma","net/minecraft/src","0"
"field_1198_a","recipeItems","a","[[Ljava/lang/Object;","[[Ljava/lang/Object;","RecipesIngots","tp","net/minecraft/src","0"
"field_20079_i","enumOptions","i","LEnumOptions;","Lht;","GuiSmallButton","ab","net/minecraft/src","0"
"field_28168_a","field_28168_a","a","Ljava/lang/String;","Ljava/lang/String;","MapDataBase","hm","net/minecraft/src","0"
"field_28167_b","dirty","b","Z","Z","MapDataBase","hm","net/minecraft/src","0"
"field_1678_a","field_1678_a","a","Ljava/lang/String;","Ljava/lang/String;","StepSound","ct","net/minecraft/src","0"
"field_1677_b","field_1677_b","b","F","F","StepSound","ct","net/minecraft/src","0"
"field_1679_c","field_1679_c","c","F","F","StepSound","ct","net/minecraft/src","0"
"field_1367_b","scaledWidth","d","I","I","ScaledResolution","qq","net/minecraft/src","0"
"field_1369_c","scaledHeight","e","I","I","ScaledResolution","qq","net/minecraft/src","0"
"field_25121_a","scaledWidthD","a","D","D","ScaledResolution","qq","net/minecraft/src","0"
"field_25120_b","scaledHeightD","b","D","D","ScaledResolution","qq","net/minecraft/src","0"
"field_1368_a","scaleFactor","c","I","I","ScaledResolution","qq","net/minecraft/src","0"
"field_9277_a","playerEntityId","a","I","I","Packet7UseEntity","a","net/minecraft/src","0"
"field_9276_b","targetEntity","b","I","I","Packet7UseEntity","a","net/minecraft/src","0"
"field_9278_c","isLeftClick","c","I","I","Packet7UseEntity","a","net/minecraft/src","0"
"field_22110_h","field_22110_h","i","LGuiScreen;","Lda;","GuiVideoSettings","nj","net/minecraft/src","0"
"field_22107_a","field_22107_a","a","Ljava/lang/String;","Ljava/lang/String;","GuiVideoSettings","nj","net/minecraft/src","0"
"field_22109_i","guiGameSettings","j","LGameSettings;","Lkv;","GuiVideoSettings","nj","net/minecraft/src","0"
"field_22108_k","field_22108_k","l","[LEnumOptions;","[Lht;","GuiVideoSettings","nj","net/minecraft/src","0"
"field_27275_a","field_27275_a","a","LGuiStats;","Ldv;","GuiSlotStatsItem","ci","net/minecraft/src","0"
"field_674_a","field_674_a","a","F","F","EntityLavaFX","fg","net/minecraft/src","0"
"field_1667_a","registeredBlocksList","a","Ljava/util/List;","Ljava/util/List;","Session","gr","net/minecraft/src","0"
"field_1666_b","username","b","Ljava/lang/String;","Ljava/lang/String;","Session","gr","net/minecraft/src","0"
"field_6543_c","sessionId","c","Ljava/lang/String;","Ljava/lang/String;","Session","gr","net/minecraft/src","0"
"field_6542_d","mpPassParameter","d","Ljava/lang/String;","Ljava/lang/String;","Session","gr","net/minecraft/src","0"
"field_20032_a","windowId","a","I","I","Packet105UpdateProgressbar","mv","net/minecraft/src","0"
"field_20031_b","progressBar","b","I","I","Packet105UpdateProgressbar","mv","net/minecraft/src","0"
"field_20033_c","progressBarValue","c","I","I","Packet105UpdateProgressbar","mv","net/minecraft/src","0"
"field_1125_c","craftMatrix","d","LIInventory;","Llw;","SlotCrafting","yv","net/minecraft/src","0"
"field_25015_e","thePlayer","e","LEntityPlayer;","Lgs;","SlotCrafting","yv","net/minecraft/src","0"
"field_28191_a","field_28191_a","a","LISaveHandler;","Lwt;","MapStorage","hc","net/minecraft/src","0"
"field_28190_b","loadedDataMap","b","Ljava/util/Map;","Ljava/util/Map;","MapStorage","hc","net/minecraft/src","0"
"field_28193_c","loadedDataList","c","Ljava/util/List;","Ljava/util/List;","MapStorage","hc","net/minecraft/src","0"
"field_28192_d","idCounts","d","Ljava/util/Map;","Ljava/util/Map;","MapStorage","hc","net/minecraft/src","0"
"field_27066_a","field_27066_a","a","LJ_JsonStringNode;","Lqa;","J_JsonFieldNodeSelector","qi","net/minecraft/src","0"
"field_1516_c","hash","c","I","I","MusInputStream","np","net/minecraft/src","0"
"field_1515_d","inputStream","d","Ljava/io/InputStream;","Ljava/io/InputStream;","MusInputStream","np","net/minecraft/src","0"
"field_1514_a","buffer","a","[B","[B","MusInputStream","np","net/minecraft/src","0"
"field_1513_b","codec","b","LCodecMus;","Lio;","MusInputStream","np","net/minecraft/src","0"
"field_22037_a","field_22037_a","a","[Ljava/lang/String;","[Ljava/lang/String;","BlockStep","ys","net/minecraft/src","0"
"field_20922_a","blockType","b","Z","Z","BlockStep","ys","net/minecraft/src","0"
"field_453_a","wiresProvidePower","a","Z","Z","BlockRedstoneWire","sm","net/minecraft/src","0"
"field_21031_b","blocksNeedingUpdate","b","Ljava/util/Set;","Ljava/util/Set;","BlockRedstoneWire","sm","net/minecraft/src","0"
"field_12257_a","isFlaming","a","Z","Z","Explosion","qx","net/minecraft/src","0"
"field_12250_h","ExplosionRNG","h","Ljava/util/Random;","Ljava/util/Random;","Explosion","qx","net/minecraft/src","0"
"field_12249_i","worldObj","i","LWorld;","Lfd;","Explosion","qx","net/minecraft/src","0"
"field_12256_b","explosionX","b","D","D","Explosion","qx","net/minecraft/src","0"
"field_12255_c","explosionY","c","D","D","Explosion","qx","net/minecraft/src","0"
"field_12254_d","explosionZ","d","D","D","Explosion","qx","net/minecraft/src","0"
"field_12253_e","exploder","e","LEntity;","Lsn;","Explosion","qx","net/minecraft/src","0"
"field_12252_f","explosionSize","f","F","F","Explosion","qx","net/minecraft/src","0"
"field_12251_g","destroyedBlockPositions","g","Ljava/util/Set;","Ljava/util/Set;","Explosion","qx","net/minecraft/src","0"
"field_27276_a","field_27276_a","a","LGuiStats;","Ldv;","GuiSlotStatsGeneral","su","net/minecraft/src","0"
"field_27045_a","isPowered","a","Z","Z","BlockRail","pc","net/minecraft/src","0"
"field_999_a","screenTitle","a","Ljava/lang/String;","Ljava/lang/String;","GuiEditSign","yc","net/minecraft/src","0"
"field_1002_h","entitySign","i","LTileEntitySign;","Lyk;","GuiEditSign","yc","net/minecraft/src","0"
"field_4189_i","updateCounter","j","I","I","GuiEditSign","yc","net/minecraft/src","0"
"field_1000_j","editLine","l","I","I","GuiEditSign","yc","net/minecraft/src","0"
"field_20083_l","allowedCharacters","m","Ljava/lang/String;","Ljava/lang/String;","GuiEditSign","yc","net/minecraft/src","0"
"field_22184_a","worldDir","a","Ljava/io/File;","Ljava/io/File;","McRegionChunkLoader","ld","net/minecraft/src","0"
"field_945_b","mc","b","LMinecraft;","LMinecraft;","GuiScreen","da","net/minecraft/src","0"
"field_951_c","width","c","I","I","GuiScreen","da","net/minecraft/src","0"
"field_950_d","height","d","I","I","GuiScreen","da","net/minecraft/src","0"
"field_949_e","controlList","e","Ljava/util/List;","Ljava/util/List;","GuiScreen","da","net/minecraft/src","0"
"field_948_f","field_948_f","f","Z","Z","GuiScreen","da","net/minecraft/src","0"
"field_6451_g","fontRenderer","g","LFontRenderer;","Lsj;","GuiScreen","da","net/minecraft/src","0"
"field_25091_h","guiParticles","h","LGuiParticle;","Ldu;","GuiScreen","da","net/minecraft/src","0"
"field_946_a","selectedButton","a","LGuiButton;","Lke;","GuiScreen","da","net/minecraft/src","0"
"field_21133_a","dataTypes","a","Ljava/util/HashMap;","Ljava/util/HashMap;","DataWatcher","ud","net/minecraft/src","0"
"field_21132_b","watchedObjects","b","Ljava/util/Map;","Ljava/util/Map;","DataWatcher","ud","net/minecraft/src","0"
"field_21134_c","objectChanged","c","Z","Z","DataWatcher","ud","net/minecraft/src","0"
"field_534_a","entityId","a","I","I","Packet20NamedEntitySpawn","mf","net/minecraft/src","0"
"field_533_b","name","b","Ljava/lang/String;","Ljava/lang/String;","Packet20NamedEntitySpawn","mf","net/minecraft/src","0"
"field_540_c","xPosition","c","I","I","Packet20NamedEntitySpawn","mf","net/minecraft/src","0"
"field_539_d","yPosition","d","I","I","Packet20NamedEntitySpawn","mf","net/minecraft/src","0"
"field_538_e","zPosition","e","I","I","Packet20NamedEntitySpawn","mf","net/minecraft/src","0"
"field_537_f","rotation","f","B","B","Packet20NamedEntitySpawn","mf","net/minecraft/src","0"
"field_536_g","pitch","g","B","B","Packet20NamedEntitySpawn","mf","net/minecraft/src","0"
"field_535_h","currentItem","h","I","I","Packet20NamedEntitySpawn","mf","net/minecraft/src","0"
"field_1179_f","movementKeyStates","f","[Z","[Z","MovementInputFromOptions","lr","net/minecraft/src","0"
"field_1178_g","gameSettings","g","LGameSettings;","Lkv;","MovementInputFromOptions","lr","net/minecraft/src","0"
"field_517_a","message","a","Ljava/lang/String;","Ljava/lang/String;","Packet3Chat","pe","net/minecraft/src","0"
"field_22265_a","parentTexturePackGui","a","LGuiTexturePacks;","Lft;","GuiTexturePackSlot","de","net/minecraft/src","0"
"field_1696_a","mcApplet","a","LMinecraftApplet;","LMinecraftApplet;","CanvasMinecraftApplet","r","net/minecraft/src","0"
"linux","linux","a","LEnumOS2;","Lpd;","EnumOS2","pd","net/minecraft/src","0"
"solaris","solaris","b","LEnumOS2;","Lpd;","EnumOS2","pd","net/minecraft/src","0"
"windows","windows","c","LEnumOS2;","Lpd;","EnumOS2","pd","net/minecraft/src","0"
"macos","macos","d","LEnumOS2;","Lpd;","EnumOS2","pd","net/minecraft/src","0"
"unknown","unknown","e","LEnumOS2;","Lpd;","EnumOS2","pd","net/minecraft/src","0"
"field_6511_f","field_6511_f","f","[LEnumOS2;","[Lpd;","EnumOS2","pd","net/minecraft/src","0"
"$VALUES","$VALUES","$VALUES","[LEnumOS2;","[Lpd;","EnumOS2","pd","net/minecraft/src","0"
"field_9274_a","entityId","a","I","I","Packet38EntityStatus","jf","net/minecraft/src","0"
"field_9273_b","entityStatus","b","B","B","Packet38EntityStatus","jf","net/minecraft/src","0"
"field_315_ba","damageReduceAmountArray","bn","[I","[I","ItemArmor","wa","net/minecraft/src","0"
"field_314_bb","maxDamageArray","bo","[I","[I","ItemArmor","wa","net/minecraft/src","0"
"field_310_a","armorLevel","a","I","I","ItemArmor","wa","net/minecraft/src","0"
"field_313_aX","armorType","bk","I","I","ItemArmor","wa","net/minecraft/src","0"
"field_312_aY","damageReduceAmount","bl","I","I","ItemArmor","wa","net/minecraft/src","0"
"field_311_aZ","renderIndex","bm","I","I","ItemArmor","wa","net/minecraft/src","0"
"field_25090_a","particles","a","Ljava/util/List;","Ljava/util/List;","GuiParticle","du","net/minecraft/src","0"
"field_25089_b","mc","b","LMinecraft;","LMinecraft;","GuiParticle","du","net/minecraft/src","0"
"field_1158_g","field_1158_g","g","[F","[F","TextureWaterFX","vs","net/minecraft/src","0"
"field_1157_h","field_1157_h","h","[F","[F","TextureWaterFX","vs","net/minecraft/src","0"
"field_1156_i","field_1156_i","i","[F","[F","TextureWaterFX","vs","net/minecraft/src","0"
"field_1155_j","field_1155_j","j","[F","[F","TextureWaterFX","vs","net/minecraft/src","0"
"field_1154_k","tickCounter","k","I","I","TextureWaterFX","vs","net/minecraft/src","0"
"field_25210_a","instance","a","LAchievementMap;","Lb;","AchievementMap","b","net/minecraft/src","0"
"field_25209_b","guidMap","b","Ljava/util/Map;","Ljava/util/Map;","AchievementMap","b","net/minecraft/src","0"
"field_466_a","fallInstantly","a","Z","Z","BlockSand","gk","net/minecraft/src","0"
"field_1094_a","tagMap","a","Ljava/util/Map;","Ljava/util/Map;","NBTTagCompound","nu","net/minecraft/src","0"
"field_976_l","xSize_lo","l","F","F","GuiInventory","ue","net/minecraft/src","0"
"field_975_m","ySize_lo","m","F","F","GuiInventory","ue","net/minecraft/src","0"
"field_21089_a","field_21089_a","a","F","F","EntitySquid","xt","net/minecraft/src","0"
"field_21088_b","field_21088_b","b","F","F","EntitySquid","xt","net/minecraft/src","0"
"field_21087_c","field_21087_c","c","F","F","EntitySquid","xt","net/minecraft/src","0"
"field_21086_f","field_21086_f","f","F","F","EntitySquid","xt","net/minecraft/src","0"
"field_21085_g","field_21085_g","g","F","F","EntitySquid","xt","net/minecraft/src","0"
"field_21084_h","field_21084_h","h","F","F","EntitySquid","xt","net/minecraft/src","0"
"field_21083_i","field_21083_i","i","F","F","EntitySquid","xt","net/minecraft/src","0"
"field_21082_j","field_21082_j","j","F","F","EntitySquid","xt","net/minecraft/src","0"
"field_21081_k","randomMotionSpeed","k","F","F","EntitySquid","xt","net/minecraft/src","0"
"field_21080_l","field_21080_l","l","F","F","EntitySquid","xt","net/minecraft/src","0"
"field_21079_m","field_21079_m","m","F","F","EntitySquid","xt","net/minecraft/src","0"
"field_21078_n","randomMotionVecX","n","F","F","EntitySquid","xt","net/minecraft/src","0"
"field_21077_o","randomMotionVecY","o","F","F","EntitySquid","xt","net/minecraft/src","0"
"field_21076_p","randomMotionVecZ","p","F","F","EntitySquid","xt","net/minecraft/src","0"
"field_22102_i","dateFormatter","j","Ljava/text/DateFormat;","Ljava/text/DateFormat;","GuiSelectWorld","rq","net/minecraft/src","0"
"field_958_a","parentScreen","a","LGuiScreen;","Lda;","GuiSelectWorld","rq","net/minecraft/src","0"
"field_960_h","screenTitle","i","Ljava/lang/String;","Ljava/lang/String;","GuiSelectWorld","rq","net/minecraft/src","0"
"field_959_i","selected","l","Z","Z","GuiSelectWorld","rq","net/minecraft/src","0"
"field_22101_l","selectedWorld","m","I","I","GuiSelectWorld","rq","net/minecraft/src","0"
"field_22100_m","saveList","n","Ljava/util/List;","Ljava/util/List;","GuiSelectWorld","rq","net/minecraft/src","0"
"field_22099_n","worldSlotContainer","o","LGuiWorldSlot;","Lmg;","GuiSelectWorld","rq","net/minecraft/src","0"
"field_22098_o","field_22098_o","p","Ljava/lang/String;","Ljava/lang/String;","GuiSelectWorld","rq","net/minecraft/src","0"
"field_22097_p","field_22097_p","q","Ljava/lang/String;","Ljava/lang/String;","GuiSelectWorld","rq","net/minecraft/src","0"
"field_22096_q","deleting","r","Z","Z","GuiSelectWorld","rq","net/minecraft/src","0"
"field_22095_r","buttonRename","s","LGuiButton;","Lke;","GuiSelectWorld","rq","net/minecraft/src","0"
"field_22104_s","buttonSelect","t","LGuiButton;","Lke;","GuiSelectWorld","rq","net/minecraft/src","0"
"field_22103_t","buttonDelete","u","LGuiButton;","Lke;","GuiSelectWorld","rq","net/minecraft/src","0"
"field_966_a","updateCounter2","a","I","I","GuiIngameMenu","oz","net/minecraft/src","0"
"field_967_h","updateCounter","i","I","I","GuiIngameMenu","oz","net/minecraft/src","0"
"field_887_a","blankChunk","a","LChunk;","Llm;","ChunkProviderClient","uv","net/minecraft/src","0"
"field_886_b","chunkMapping","b","Ljava/util/Map;","Ljava/util/Map;","ChunkProviderClient","uv","net/minecraft/src","0"
"field_889_c","field_889_c","c","Ljava/util/List;","Ljava/util/List;","ChunkProviderClient","uv","net/minecraft/src","0"
"field_888_d","worldObj","d","LWorld;","Lfd;","ChunkProviderClient","uv","net/minecraft/src","0"
"field_1097_a","floatValue","a","F","F","NBTTagFloat","p","net/minecraft/src","0"
"field_833_a","furnaceItemStacks","i","[LItemStack;","[Liz;","TileEntityFurnace","sk","net/minecraft/src","0"
"field_832_b","furnaceBurnTime","a","I","I","TileEntityFurnace","sk","net/minecraft/src","0"
"field_835_c","currentItemBurnTime","b","I","I","TileEntityFurnace","sk","net/minecraft/src","0"
"field_834_d","furnaceCookTime","c","I","I","TileEntityFurnace","sk","net/minecraft/src","0"
"field_9366_o","heartsHalvesLife","E","I","I","EntityLiving","ls","net/minecraft/src","0"
"field_9365_p","field_9365_p","F","F","F","EntityLiving","ls","net/minecraft/src","0"
"field_9363_r","field_9363_r","G","F","F","EntityLiving","ls","net/minecraft/src","0"
"field_735_n","renderYawOffset","H","F","F","EntityLiving","ls","net/minecraft/src","0"
"field_734_o","prevRenderYawOffset","I","F","F","EntityLiving","ls","net/minecraft/src","0"
"field_9362_u","field_9362_u","J","F","F","EntityLiving","ls","net/minecraft/src","0"
"field_9361_v","field_9361_v","K","F","F","EntityLiving","ls","net/minecraft/src","0"
"field_9360_w","field_9360_w","L","F","F","EntityLiving","ls","net/minecraft/src","0"
"field_9359_x","field_9359_x","M","F","F","EntityLiving","ls","net/minecraft/src","0"
"field_9358_y","field_9358_y","N","Z","Z","EntityLiving","ls","net/minecraft/src","0"
"field_9357_z","texture","O","Ljava/lang/String;","Ljava/lang/String;","EntityLiving","ls","net/minecraft/src","0"
"field_9355_A","field_9355_A","P","Z","Z","EntityLiving","ls","net/minecraft/src","0"
"field_9353_B","field_9353_B","Q","F","F","EntityLiving","ls","net/minecraft/src","0"
"field_9351_C","field_9351_C","R","Ljava/lang/String;","Ljava/lang/String;","EntityLiving","ls","net/minecraft/src","0"
"field_9349_D","field_9349_D","S","F","F","EntityLiving","ls","net/minecraft/src","0"
"field_9347_E","scoreValue","T","I","I","EntityLiving","ls","net/minecraft/src","0"
"field_9345_F","field_9345_F","U","F","F","EntityLiving","ls","net/minecraft/src","0"
"field_9343_G","isMultiplayerEntity","V","Z","Z","EntityLiving","ls","net/minecraft/src","0"
"field_9341_H","prevSwingProgress","W","F","F","EntityLiving","ls","net/minecraft/src","0"
"field_9339_I","swingProgress","X","F","F","EntityLiving","ls","net/minecraft/src","0"
"field_9337_J","health","Y","I","I","EntityLiving","ls","net/minecraft/src","0"
"field_9335_K","prevHealth","Z","I","I","EntityLiving","ls","net/minecraft/src","0"
"field_4121_a","livingSoundTime","a","I","I","EntityLiving","ls","net/minecraft/src","0"
"field_715_G","hurtTime","aa","I","I","EntityLiving","ls","net/minecraft/src","0"
"field_9332_M","maxHurtTime","ab","I","I","EntityLiving","ls","net/minecraft/src","0"
"field_9331_N","attackedAtYaw","ac","F","F","EntityLiving","ls","net/minecraft/src","0"
"field_712_J","deathTime","ad","I","I","EntityLiving","ls","net/minecraft/src","0"
"field_9330_P","attackTime","ae","I","I","EntityLiving","ls","net/minecraft/src","0"
"field_9329_Q","prevCameraPitch","af","F","F","EntityLiving","ls","net/minecraft/src","0"
"field_9328_R","cameraPitch","ag","F","F","EntityLiving","ls","net/minecraft/src","0"
"field_9327_S","unused_flag","ah","Z","Z","EntityLiving","ls","net/minecraft/src","0"
"field_9326_T","field_9326_T","ai","I","I","EntityLiving","ls","net/minecraft/src","0"
"field_9325_U","field_9325_U","aj","F","F","EntityLiving","ls","net/minecraft/src","0"
"field_705_Q","field_705_Q","ak","F","F","EntityLiving","ls","net/minecraft/src","0"
"field_704_R","field_704_R","al","F","F","EntityLiving","ls","net/minecraft/src","0"
"field_703_S","field_703_S","am","F","F","EntityLiving","ls","net/minecraft/src","0"
"field_9324_Y","newPosRotationIncrements","an","I","I","EntityLiving","ls","net/minecraft/src","0"
"field_9323_Z","newPosX","ao","D","D","EntityLiving","ls","net/minecraft/src","0"
"field_9356_aa","newPosY","ap","D","D","EntityLiving","ls","net/minecraft/src","0"
"field_9354_ab","newPosZ","aq","D","D","EntityLiving","ls","net/minecraft/src","0"
"field_9352_ac","newRotationYaw","ar","D","D","EntityLiving","ls","net/minecraft/src","0"
"field_9350_ad","newRotationPitch","as","D","D","EntityLiving","ls","net/minecraft/src","0"
"field_9348_ae","field_9348_ae","at","F","F","EntityLiving","ls","net/minecraft/src","0"
"field_9346_af","field_9346_af","au","I","I","EntityLiving","ls","net/minecraft/src","0"
"field_9344_ag","entityAge","av","I","I","EntityLiving","ls","net/minecraft/src","0"
"field_9342_ah","moveStrafing","aw","F","F","EntityLiving","ls","net/minecraft/src","0"
"field_9340_ai","moveForward","ax","F","F","EntityLiving","ls","net/minecraft/src","0"
"field_9338_aj","randomYawVelocity","ay","F","F","EntityLiving","ls","net/minecraft/src","0"
"field_9336_ak","isJumping","az","Z","Z","EntityLiving","ls","net/minecraft/src","0"
"field_9334_al","defaultPitch","aA","F","F","EntityLiving","ls","net/minecraft/src","0"
"field_9333_am","moveSpeed","aB","F","F","EntityLiving","ls","net/minecraft/src","0"
"field_4120_b","currentTarget","b","LEntity;","Lsn;","EntityLiving","ls","net/minecraft/src","0"
"field_4127_c","numTicksToChaseTarget","aC","I","I","EntityLiving","ls","net/minecraft/src","0"
"field_1655_a","vector3D","a","LVec3D;","Lbt;","PositionTextureVertex","ib","net/minecraft/src","0"
"field_1654_b","texturePositionX","b","F","F","PositionTextureVertex","ib","net/minecraft/src","0"
"field_1656_c","texturePositionY","c","F","F","PositionTextureVertex","ib","net/minecraft/src","0"
"field_1200_a","saveDir","a","Ljava/io/File;","Ljava/io/File;","ChunkLoader","to","net/minecraft/src","0"
"field_1199_b","createIfNecessary","b","Z","Z","ChunkLoader","to","net/minecraft/src","0"
"field_28098_a","field_28098_a","a","I","I","GuiErrorScreen","x","net/minecraft/src","0"
"field_1244_k","onGround","m","F","F","ModelBase","ko","net/minecraft/src","0"
"field_1243_l","isRiding","n","Z","Z","ModelBase","ko","net/minecraft/src","0"
"field_930_d","itemRenderer","d","LRenderItem;","Lbb;","GuiIngame","uq","net/minecraft/src","0"
"field_929_e","chatMessageList","e","Ljava/util/List;","Ljava/util/List;","GuiIngame","uq","net/minecraft/src","0"
"field_9423_f","rand","f","Ljava/util/Random;","Ljava/util/Random;","GuiIngame","uq","net/minecraft/src","0"
"field_9422_g","mc","g","LMinecraft;","LMinecraft;","GuiIngame","uq","net/minecraft/src","0"
"field_933_a","field_933_a","a","Ljava/lang/String;","Ljava/lang/String;","GuiIngame","uq","net/minecraft/src","0"
"field_9421_h","updateCounter","h","I","I","GuiIngame","uq","net/minecraft/src","0"
"field_9420_i","recordPlaying","i","Ljava/lang/String;","Ljava/lang/String;","GuiIngame","uq","net/minecraft/src","0"
"field_9419_j","recordPlayingUpFor","j","I","I","GuiIngame","uq","net/minecraft/src","0"
"field_22065_l","field_22065_l","l","Z","Z","GuiIngame","uq","net/minecraft/src","0"
"field_6446_b","damageGuiPartialTime","b","F","F","GuiIngame","uq","net/minecraft/src","0"
"field_931_c","prevVignetteBrightness","c","F","F","GuiIngame","uq","net/minecraft/src","0"
"field_6461_a","guiScreen","a","LGuiScreen;","Lda;","GuiTexturePacks","ft","net/minecraft/src","0"
"field_6454_o","field_6454_o","i","I","I","GuiTexturePacks","ft","net/minecraft/src","0"
"field_6453_p","fileLocation","j","Ljava/lang/String;","Ljava/lang/String;","GuiTexturePacks","ft","net/minecraft/src","0"
"field_22128_k","guiTexturePackSlot","l","LGuiTexturePackSlot;","Lde;","GuiTexturePacks","ft","net/minecraft/src","0"
"field_1098_a","stringValue","a","Ljava/lang/String;","Ljava/lang/String;","NBTTagString","xb","net/minecraft/src","0"
"field_897_c","blankChunk","c","LChunk;","Llm;","ChunkProviderLoadOrGenerate","kx","net/minecraft/src","0"
"field_896_d","chunkProvider","d","LIChunkProvider;","Lcl;","ChunkProviderLoadOrGenerate","kx","net/minecraft/src","0"
"field_895_e","chunkLoader","e","LIChunkLoader;","Lbf;","ChunkProviderLoadOrGenerate","kx","net/minecraft/src","0"
