"searge","name","notch","sig","notchsig","classname","classnotch","package","side"
"func_281_g","getMaxCurrentStrength","f","(LWorld;IIII)I","(Lfd;IIII)I","BlockRedstoneWire","sm","net/minecraft/src","0"
"func_279_b","isPowerProviderOrWire","e","(LIBlockAccess;IIII)Z","(Lxp;IIII)Z","BlockRedstoneWire","sm","net/minecraft/src","0"
"func_12248_a","doExplosionA","a","()V","()V","Explosion","qx","net/minecraft/src","0"
"func_12247_b","doExplosionB","a","(Z)V","(Z)V","Explosion","qx","net/minecraft/src","0"
"func_27040_h","isRailBlockAt","h","(LWorld;III)Z","(Lfd;III)Z","BlockRail","pc","net/minecraft/src","0"
"func_27041_c","isRailBlock","d","(I)Z","(I)Z","BlockRail","pc","net/minecraft/src","0"
"func_27042_h","getIsPowered","i","()Z","()Z","BlockRail","pc","net/minecraft/src","0"
"func_4031_h","func_4031_h","a","(LWorld;IIIZ)V","(Lfd;IIIZ)V","BlockRail","pc","net/minecraft/src","0"
"func_27044_a","func_27044_a","a","(LWorld;IIIIZI)Z","(Lfd;IIIIZI)Z","BlockRail","pc","net/minecraft/src","0"
"func_27043_a","func_27043_a","a","(LWorld;IIIZII)Z","(Lfd;IIIZII)Z","BlockRail","pc","net/minecraft/src","0"
"func_27039_a","isPoweredBlockRail","a","(LBlockRail;)Z","(Lpc;)Z","BlockRail","pc","net/minecraft/src","0"
"func_580_a","keyTyped","a","(CI)V","(CI)V","GuiScreen","da","net/minecraft/src","0"
"func_6448_a","initGui","b","()V","()V","GuiScreen","da","net/minecraft/src","0"
"func_570_g","updateScreen","a","()V","()V","GuiScreen","da","net/minecraft/src","0"
"func_572_a","actionPerformed","a","(LGuiButton;)V","(Lke;)V","GuiScreen","da","net/minecraft/src","0"
"func_571_a","drawScreen","a","(IIF)V","(IIF)V","GuiScreen","da","net/minecraft/src","0"
"func_6449_h","onGuiClosed","h","()V","()V","GuiScreen","da","net/minecraft/src","0"
"func_565_a","mouseClicked","a","(III)V","(III)V","GuiScreen","da","net/minecraft/src","0"
"func_573_b","mouseMovedOrUp","b","(III)V","(III)V","GuiScreen","da","net/minecraft/src","0"
"func_6450_b","doesGuiPauseGame","c","()Z","()Z","GuiScreen","da","net/minecraft/src","0"
"func_574_c","getClipboardString","d","()Ljava/lang/String;","()Ljava/lang/String;","GuiScreen","da","net/minecraft/src","0"
"func_6447_a","setWorldAndResolution","a","(LMinecraft;II)V","(Lnet/minecraft/client/Minecraft;II)V","GuiScreen","da","net/minecraft/src","0"
"func_564_d","handleInput","e","()V","()V","GuiScreen","da","net/minecraft/src","0"
"func_566_e","handleMouseInput","f","()V","()V","GuiScreen","da","net/minecraft/src","0"
"func_569_f","handleKeyboardInput","g","()V","()V","GuiScreen","da","net/minecraft/src","0"
"func_578_i","drawDefaultBackground","i","()V","()V","GuiScreen","da","net/minecraft/src","0"
"func_567_a","drawWorldBackground","a","(I)V","(I)V","GuiScreen","da","net/minecraft/src","0"
"func_579_b","drawBackground","b","(I)V","(I)V","GuiScreen","da","net/minecraft/src","0"
"func_568_a","deleteWorld","a","(ZI)V","(ZI)V","GuiScreen","da","net/minecraft/src","0"
"func_27108_j","selectNextField","j","()V","()V","GuiScreen","da","net/minecraft/src","0"
"func_21124_a","addObject","a","(ILjava/lang/Object;)V","(ILjava/lang/Object;)V","DataWatcher","ud","net/minecraft/src","0"
"func_21130_a","getWatchableObjectByte","a","(I)B","(I)B","DataWatcher","ud","net/minecraft/src","0"
"func_25115_b","getWatchableObjectInt","b","(I)I","(I)I","DataWatcher","ud","net/minecraft/src","0"
"func_25116_c","getWatchableObjectString","c","(I)Ljava/lang/String;","(I)Ljava/lang/String;","DataWatcher","ud","net/minecraft/src","0"
"func_21129_b","updateObject","b","(ILjava/lang/Object;)V","(ILjava/lang/Object;)V","DataWatcher","ud","net/minecraft/src","0"
"func_21125_a","writeObjectsInListToStream","a","(Ljava/util/List;Ljava/io/DataOutputStream;)V","(Ljava/util/List;Ljava/io/DataOutputStream;)V","DataWatcher","ud","net/minecraft/src","0"
"func_21127_a","writeWatchableObjects","a","(Ljava/io/DataOutputStream;)V","(Ljava/io/DataOutputStream;)V","DataWatcher","ud","net/minecraft/src","0"
"func_21128_a","writeWatchableObject","a","(Ljava/io/DataOutputStream;LWatchableObject;)V","(Ljava/io/DataOutputStream;Lma;)V","DataWatcher","ud","net/minecraft/src","0"
"func_21131_a","readWatchableObjects","a","(Ljava/io/DataInputStream;)Ljava/util/List;","(Ljava/io/DataInputStream;)Ljava/util/List;","DataWatcher","ud","net/minecraft/src","0"
"func_21126_a","updateWatchedObjectsFromList","a","(Ljava/util/List;)V","(Ljava/util/List;)V","DataWatcher","ud","net/minecraft/src","0"
"addNotify","addNotify","addNotify","()V","()V","CanvasMinecraftApplet","r","net/minecraft/src","0"
"removeNotify","removeNotify","removeNotify","()V","()V","CanvasMinecraftApplet","r","net/minecraft/src","0"
"values","values","values","()[LEnumOS2;","()[Lpd;","EnumOS2","pd","net/minecraft/src","0"
"valueOf","valueOf","valueOf","(Ljava/lang/String;)LEnumOS2;","(Ljava/lang/String;)Lpd;","EnumOS2","pd","net/minecraft/src","0"
"func_25088_a","update","a","()V","()V","GuiParticle","du","net/minecraft/src","0"
"func_25087_a","draw","a","(F)V","(F)V","GuiParticle","du","net/minecraft/src","0"
"func_25208_a","getGuid","a","(I)Ljava/lang/String;","(I)Ljava/lang/String;","AchievementMap","b","net/minecraft/src","0"
"func_315_h","tryToFall","h","(LWorld;III)V","(Lfd;III)V","BlockSand","gk","net/minecraft/src","0"
"func_316_a_","canFallBelow","c_","(LWorld;III)Z","(Lfd;III)Z","BlockSand","gk","net/minecraft/src","0"
"func_28110_c","func_28110_c","c","()Ljava/util/Collection;","()Ljava/util/Collection;","NBTTagCompound","nu","net/minecraft/src","0"
"func_762_a","setTag","a","(Ljava/lang/String;LNBTBase;)V","(Ljava/lang/String;Lij;)V","NBTTagCompound","nu","net/minecraft/src","0"
"func_761_a","setByte","a","(Ljava/lang/String;B)V","(Ljava/lang/String;B)V","NBTTagCompound","nu","net/minecraft/src","0"
"func_749_a","setShort","a","(Ljava/lang/String;S)V","(Ljava/lang/String;S)V","NBTTagCompound","nu","net/minecraft/src","0"
"func_758_a","setInteger","a","(Ljava/lang/String;I)V","(Ljava/lang/String;I)V","NBTTagCompound","nu","net/minecraft/src","0"
"func_750_a","setLong","a","(Ljava/lang/String;J)V","(Ljava/lang/String;J)V","NBTTagCompound","nu","net/minecraft/src","0"
"func_744_a","setFloat","a","(Ljava/lang/String;F)V","(Ljava/lang/String;F)V","NBTTagCompound","nu","net/minecraft/src","0"
"func_765_a","setDouble","a","(Ljava/lang/String;D)V","(Ljava/lang/String;D)V","NBTTagCompound","nu","net/minecraft/src","0"
"func_754_a","setString","a","(Ljava/lang/String;Ljava/lang/String;)V","(Ljava/lang/String;Ljava/lang/String;)V","NBTTagCompound","nu","net/minecraft/src","0"
"func_747_a","setByteArray","a","(Ljava/lang/String;[B)V","(Ljava/lang/String;[B)V","NBTTagCompound","nu","net/minecraft/src","0"
"func_763_a","setCompoundTag","a","(Ljava/lang/String;LNBTTagCompound;)V","(Ljava/lang/String;Lnu;)V","NBTTagCompound","nu","net/minecraft/src","0"
"func_748_a","setBoolean","a","(Ljava/lang/String;Z)V","(Ljava/lang/String;Z)V","NBTTagCompound","nu","net/minecraft/src","0"
"func_751_b","hasKey","b","(Ljava/lang/String;)Z","(Ljava/lang/String;)Z","NBTTagCompound","nu","net/minecraft/src","0"
"func_746_c","getByte","c","(Ljava/lang/String;)B","(Ljava/lang/String;)B","NBTTagCompound","nu","net/minecraft/src","0"
"func_745_d","getShort","d","(Ljava/lang/String;)S","(Ljava/lang/String;)S","NBTTagCompound","nu","net/minecraft/src","0"
"func_756_e","getInteger","e","(Ljava/lang/String;)I","(Ljava/lang/String;)I","NBTTagCompound","nu","net/minecraft/src","0"
"func_764_f","getLong","f","(Ljava/lang/String;)J","(Ljava/lang/String;)J","NBTTagCompound","nu","net/minecraft/src","0"
"func_752_g","getFloat","g","(Ljava/lang/String;)F","(Ljava/lang/String;)F","NBTTagCompound","nu","net/minecraft/src","0"
"func_757_h","getDouble","h","(Ljava/lang/String;)D","(Ljava/lang/String;)D","NBTTagCompound","nu","net/minecraft/src","0"
"func_755_i","getString","i","(Ljava/lang/String;)Ljava/lang/String;","(Ljava/lang/String;)Ljava/lang/String;","NBTTagCompound","nu","net/minecraft/src","0"
"func_759_j","getByteArray","j","(Ljava/lang/String;)[B","(Ljava/lang/String;)[B","NBTTagCompound","nu","net/minecraft/src","0"
"func_743_k","getCompoundTag","k","(Ljava/lang/String;)LNBTTagCompound;","(Ljava/lang/String;)Lnu;","NBTTagCompound","nu","net/minecraft/src","0"
"func_753_l","getTagList","l","(Ljava/lang/String;)LNBTTagList;","(Ljava/lang/String;)Lsp;","NBTTagCompound","nu","net/minecraft/src","0"
"func_760_m","getBoolean","m","(Ljava/lang/String;)Z","(Ljava/lang/String;)Z","NBTTagCompound","nu","net/minecraft/src","0"
"func_20159_a","func_20159_a","a","(LContainer;ILItemStack;)V","(Ldw;ILiz;)V","ICrafting","ec","net/minecraft/src","0"
"func_20158_a","func_20158_a","a","(LContainer;II)V","(Ldw;II)V","ICrafting","ec","net/minecraft/src","0"
"func_22084_k","loadSaves","l","()V","()V","GuiSelectWorld","rq","net/minecraft/src","0"
"func_22091_c","getSaveFileName","c","(I)Ljava/lang/String;","(I)Ljava/lang/String;","GuiSelectWorld","rq","net/minecraft/src","0"
"func_22094_d","getSaveName","d","(I)Ljava/lang/String;","(I)Ljava/lang/String;","GuiSelectWorld","rq","net/minecraft/src","0"
"func_585_j","initButtons","k","()V","()V","GuiSelectWorld","rq","net/minecraft/src","0"
"func_584_c","selectWorld","e","(I)V","(I)V","GuiSelectWorld","rq","net/minecraft/src","0"
"func_22090_a","getSize","a","(LGuiSelectWorld;)Ljava/util/List;","(Lrq;)Ljava/util/List;","GuiSelectWorld","rq","net/minecraft/src","0"
"func_22089_a","onElementSelected","a","(LGuiSelectWorld;I)I","(Lrq;I)I","GuiSelectWorld","rq","net/minecraft/src","0"
"func_22086_b","getSelectedWorld","b","(LGuiSelectWorld;)I","(Lrq;)I","GuiSelectWorld","rq","net/minecraft/src","0"
"func_22083_c","getSelectButton","c","(LGuiSelectWorld;)LGuiButton;","(Lrq;)Lke;","GuiSelectWorld","rq","net/minecraft/src","0"
"func_22085_d","getRenameButton","d","(LGuiSelectWorld;)LGuiButton;","(Lrq;)Lke;","GuiSelectWorld","rq","net/minecraft/src","0"
"func_22092_e","getDeleteButton","e","(LGuiSelectWorld;)LGuiButton;","(Lrq;)Lke;","GuiSelectWorld","rq","net/minecraft/src","0"
"func_22087_f","func_22087_f","f","(LGuiSelectWorld;)Ljava/lang/String;","(Lrq;)Ljava/lang/String;","GuiSelectWorld","rq","net/minecraft/src","0"
"func_22093_g","getDateFormatter","g","(LGuiSelectWorld;)Ljava/text/DateFormat;","(Lrq;)Ljava/text/DateFormat;","GuiSelectWorld","rq","net/minecraft/src","0"
"func_22088_h","func_22088_h","h","(LGuiSelectWorld;)Ljava/lang/String;","(Lrq;)Ljava/lang/String;","GuiSelectWorld","rq","net/minecraft/src","0"
"func_4129_a","func_4129_a","a","(II[BDDD)V","(II[BDDD)V","MapGenCavesHell","pk","net/minecraft/src","0"
"func_4128_a","func_4128_a","a","(II[BDDDFFFIID)V","(II[BDDDFFFIID)V","MapGenCavesHell","pk","net/minecraft/src","0"
"func_539_c","func_539_c","d","(II)V","(II)V","ChunkProviderClient","uv","net/minecraft/src","0"
"func_490_a","getCookProgressScaled","b","(I)I","(I)I","TileEntityFurnace","sk","net/minecraft/src","0"
"func_489_b","getBurnTimeRemainingScaled","c","(I)I","(I)I","TileEntityFurnace","sk","net/minecraft/src","0"
"func_485_a","isBurning","b","()Z","()Z","TileEntityFurnace","sk","net/minecraft/src","0"
"func_491_j","canSmelt","l","()Z","()Z","TileEntityFurnace","sk","net/minecraft/src","0"
"func_487_i","smeltItem","k","()V","()V","TileEntityFurnace","sk","net/minecraft/src","0"
"func_488_a","getItemBurnTime","a","(LItemStack;)I","(Liz;)I","TileEntityFurnace","sk","net/minecraft/src","0"
"func_435_b","moveEntityWithHeading","a_","(FF)V","(FF)V","EntityLiving","ls","net/minecraft/src","0"
"func_429_A","isOnLadder","p","()Z","()Z","EntityLiving","ls","net/minecraft/src","0"
"func_433_a","getCanSpawnHere","d","()Z","()Z","EntityLiving","ls","net/minecraft/src","0"
"func_425_j","onLivingUpdate","o","()V","()V","EntityLiving","ls","net/minecraft/src","0"
"func_6389_d","getLivingSound","g","()Ljava/lang/String;","()Ljava/lang/String;","EntityLiving","ls","net/minecraft/src","0"
"func_6394_f_","getHurtSound","j_","()Ljava/lang/String;","()Ljava/lang/String;","EntityLiving","ls","net/minecraft/src","0"
"func_6390_f","getDeathSound","i","()Ljava/lang/String;","()Ljava/lang/String;","EntityLiving","ls","net/minecraft/src","0"
"func_422_g","getDropItemId","j","()I","()I","EntityLiving","ls","net/minecraft/src","0"
"func_4045_l","getHeldItem","r_","()LItemStack;","()Liz;","EntityLiving","ls","net/minecraft/src","0"
"func_432_b","heal","c","(I)V","(I)V","EntityLiving","ls","net/minecraft/src","0"
"func_4044_a","damageEntity","b","(I)V","(I)V","EntityLiving","ls","net/minecraft/src","0"
"func_22049_v","isMovementBlocked","y","()Z","()Z","EntityLiving","ls","net/minecraft/src","0"
"func_418_b_","updatePlayerActionState","f_","()V","()V","EntityLiving","ls","net/minecraft/src","0"
"func_419_b","onDeath","b","(LEntity;)V","(Lsn;)V","EntityLiving","ls","net/minecraft/src","0"
"func_22051_K","isPlayerSleeping","N","()Z","()Z","EntityLiving","ls","net/minecraft/src","0"
"func_424_C","jump","R","()V","()V","EntityLiving","ls","net/minecraft/src","0"
"func_28021_c","getItemIcon","c","(LItemStack;)I","(Liz;)I","EntityLiving","ls","net/minecraft/src","0"
"func_25023_u","canDespawn","u","()Z","()Z","EntityLiving","ls","net/minecraft/src","0"
"func_6393_h","getSoundVolume","k","()F","()F","EntityLiving","ls","net/minecraft/src","0"
"func_25026_x","func_25026_x","x","()I","()I","EntityLiving","ls","net/minecraft/src","0"
"func_6391_i","getMaxSpawnedInChunk","l","()I","()I","EntityLiving","ls","net/minecraft/src","0"
"func_21066_o","dropFewItems","q","()V","()V","EntityLiving","ls","net/minecraft/src","0"
"func_421_b","getTalkInterval","e","()I","()I","EntityLiving","ls","net/minecraft/src","0"
"func_420_c","canEntityBeSeen","e","(LEntity;)Z","(Lsn;)Z","EntityLiving","ls","net/minecraft/src","0"
"func_22050_O","playLivingSound","T","()V","()V","EntityLiving","ls","net/minecraft/src","0"
"func_415_z","spawnExplosionParticle","V","()V","()V","EntityLiving","ls","net/minecraft/src","0"
"func_434_a","knockBack","a","(LEntity;IDD)V","(Lsn;IDD)V","EntityLiving","ls","net/minecraft/src","0"
"func_21067_c_","canBreatheUnderwater","d_","()Z","()Z","EntityLiving","ls","net/minecraft/src","0"
"func_27021_X","despawnEntity","X","()V","()V","EntityLiving","ls","net/minecraft/src","0"
"func_426_b","faceEntity","a","(LEntity;FF)V","(Lsn;FF)V","EntityLiving","ls","net/minecraft/src","0"
"func_25025_V","hasCurrentTarget","Y","()Z","()Z","EntityLiving","ls","net/minecraft/src","0"
"func_25024_W","getCurrentTarget","Z","()LEntity;","()Lsn;","EntityLiving","ls","net/minecraft/src","0"
"func_417_b","updateRotation","b","(FFF)F","(FFF)F","EntityLiving","ls","net/minecraft/src","0"
"func_6392_F","onEntityDeath","aa","()V","()V","EntityLiving","ls","net/minecraft/src","0"
"func_431_d","getSwingProgress","d","(F)F","(F)F","EntityLiving","ls","net/minecraft/src","0"
"func_427_e","getPosition","e","(F)LVec3D;","(F)Lbt;","EntityLiving","ls","net/minecraft/src","0"
"func_430_f","getLook","f","(F)LVec3D;","(F)Lbt;","EntityLiving","ls","net/minecraft/src","0"
"func_416_a","rayTrace","a","(DF)LMovingObjectPosition;","(DF)Lvf;","EntityLiving","ls","net/minecraft/src","0"
"func_20134_a","func_20134_a","a","(LInventoryBasic;)V","(Lqo;)V","IInvBasic","hv","net/minecraft/src","0"
"func_1115_a","setTexturePosition","a","(FF)LPositionTextureVertex;","(FF)Lib;","PositionTextureVertex","ib","net/minecraft/src","0"
"func_817_a","chunkFileForXZ","a","(II)Ljava/io/File;","(II)Ljava/io/File;","ChunkLoader","to","net/minecraft/src","0"
"func_818_a","storeChunkInCompound","a","(LChunk;LWorld;LNBTTagCompound;)V","(Llm;Lfd;Lnu;)V","ChunkLoader","to","net/minecraft/src","0"
"func_816_a","loadChunkIntoWorldFromCompound","a","(LWorld;LNBTTagCompound;)LChunk;","(Lfd;Lnu;)Llm;","ChunkLoader","to","net/minecraft/src","0"
"func_864_b","render","a","(FFFFFF)V","(FFFFFF)V","ModelBase","ko","net/minecraft/src","0"
"func_863_a","setRotationAngles","b","(FFFFFF)V","(FFFFFF)V","ModelBase","ko","net/minecraft/src","0"
"func_25103_a","setLivingAnimations","a","(LEntityLiving;FFF)V","(Lls;FFF)V","ModelBase","ko","net/minecraft/src","0"
"func_4066_a","renderGameOverlay","a","(FZII)V","(FZII)V","GuiIngame","uq","net/minecraft/src","0"
"func_4063_a","renderPumpkinBlur","a","(II)V","(II)V","GuiIngame","uq","net/minecraft/src","0"
"func_4064_a","renderVignette","a","(FII)V","(FII)V","GuiIngame","uq","net/minecraft/src","0"
"func_4065_b","renderPortalOverlay","b","(FII)V","(FII)V","GuiIngame","uq","net/minecraft/src","0"
"func_554_a","renderInventorySlot","a","(IIIF)V","(IIIF)V","GuiIngame","uq","net/minecraft/src","0"
"func_555_a","updateTick","a","()V","()V","GuiIngame","uq","net/minecraft/src","0"
"func_28097_b","clearChatMessages","b","()V","()V","GuiIngame","uq","net/minecraft/src","0"
"func_552_a","addChatMessage","a","(Ljava/lang/String;)V","(Ljava/lang/String;)V","GuiIngame","uq","net/minecraft/src","0"
"func_553_b","setRecordPlayingMessage","b","(Ljava/lang/String;)V","(Ljava/lang/String;)V","GuiIngame","uq","net/minecraft/src","0"
"func_22064_c","addChatMessageTranslate","c","(Ljava/lang/String;)V","(Ljava/lang/String;)V","GuiIngame","uq","net/minecraft/src","0"
"func_27327_a","func_27327_a","a","(LJ_JsonRootNode;)Ljava/lang/String;","(Lqe;)Ljava/lang/String;","J_JsonFormatter","ml","net/minecraft/src","0"
"func_22124_a","func_22124_a","a","(LGuiTexturePacks;)LMinecraft;","(Lft;)Lnet/minecraft/client/Minecraft;","GuiTexturePacks","ft","net/minecraft/src","0"
"func_22126_b","func_22126_b","b","(LGuiTexturePacks;)LMinecraft;","(Lft;)Lnet/minecraft/client/Minecraft;","GuiTexturePacks","ft","net/minecraft/src","0"
"func_22119_c","func_22119_c","c","(LGuiTexturePacks;)LMinecraft;","(Lft;)Lnet/minecraft/client/Minecraft;","GuiTexturePacks","ft","net/minecraft/src","0"
"func_22122_d","func_22122_d","d","(LGuiTexturePacks;)LMinecraft;","(Lft;)Lnet/minecraft/client/Minecraft;","GuiTexturePacks","ft","net/minecraft/src","0"
"func_22117_e","func_22117_e","e","(LGuiTexturePacks;)LMinecraft;","(Lft;)Lnet/minecraft/client/Minecraft;","GuiTexturePacks","ft","net/minecraft/src","0"
"func_22118_f","func_22118_f","f","(LGuiTexturePacks;)LMinecraft;","(Lft;)Lnet/minecraft/client/Minecraft;","GuiTexturePacks","ft","net/minecraft/src","0"
"func_22116_g","func_22116_g","g","(LGuiTexturePacks;)LMinecraft;","(Lft;)Lnet/minecraft/client/Minecraft;","GuiTexturePacks","ft","net/minecraft/src","0"
"func_22121_h","func_22121_h","h","(LGuiTexturePacks;)LMinecraft;","(Lft;)Lnet/minecraft/client/Minecraft;","GuiTexturePacks","ft","net/minecraft/src","0"
"func_22123_i","func_22123_i","i","(LGuiTexturePacks;)LMinecraft;","(Lft;)Lnet/minecraft/client/Minecraft;","GuiTexturePacks","ft","net/minecraft/src","0"
"func_22127_j","func_22127_j","j","(LGuiTexturePacks;)LFontRenderer;","(Lft;)Lsj;","GuiTexturePacks","ft","net/minecraft/src","0"
"func_22120_k","func_22120_k","k","(LGuiTexturePacks;)LFontRenderer;","(Lft;)Lsj;","GuiTexturePacks","ft","net/minecraft/src","0"
"func_22125_l","func_22125_l","l","(LGuiTexturePacks;)LFontRenderer;","(Lft;)Lsj;","GuiTexturePacks","ft","net/minecraft/src","0"
"func_21110_c","setCurrentChunkOver","d","(II)V","(II)V","ChunkProviderLoadOrGenerate","kx","net/minecraft/src","0"
"func_21111_d","canChunkExist","e","(II)Z","(II)Z","ChunkProviderLoadOrGenerate","kx","net/minecraft/src","0"
"func_542_c","func_542_c","f","(II)LChunk;","(II)Llm;","ChunkProviderLoadOrGenerate","kx","net/minecraft/src","0"
"func_541_a","saveExtraChunkData","a","(LChunk;)V","(Llm;)V","ChunkProviderLoadOrGenerate","kx","net/minecraft/src","0"
"func_540_b","saveChunk","b","(LChunk;)V","(Llm;)V","ChunkProviderLoadOrGenerate","kx","net/minecraft/src","0"
"func_26002_a","func_26002_a","a","([B)V","([B)V","ChunkBlockMap","vi","net/minecraft/src","0"
"func_22154_d","func_22154_d","d","()V","()V","SaveHandler","fm","net/minecraft/src","0"
"func_22153_a","getSaveDirectory","a","()Ljava/io/File;","()Ljava/io/File;","SaveHandler","fm","net/minecraft/src","0"
"func_177_a","renderCow","a","(LEntityCow;DDDFF)V","(Lbx;DDDFF)V","RenderCow","va","net/minecraft/src","0"
"func_438_i","findPlayerToAttack","g_","()LEntity;","()Lsn;","EntityCreature","ii","net/minecraft/src","0"
"func_25028_d_","isMovementCeased","e_","()Z","()Z","EntityCreature","ii","net/minecraft/src","0"
"func_437_a","attackEntity","a","(LEntity;F)V","(Lsn;F)V","EntityCreature","ii","net/minecraft/src","0"
"func_439_a","getBlockPathWeight","a","(III)F","(III)F","EntityCreature","ii","net/minecraft/src","0"
"func_31026_E","func_31026_E","E","()V","()V","EntityCreature","ii","net/minecraft/src","0"
"func_28022_b","attackBlockedEntity","b","(LEntity;F)V","(Lsn;F)V","EntityCreature","ii","net/minecraft/src","0"
"func_25031_E","hasPath","F","()Z","()Z","EntityCreature","ii","net/minecraft/src","0"
"func_25029_a","setPathToEntity","a","(LPathEntity;)V","(Ldh;)V","EntityCreature","ii","net/minecraft/src","0"
"func_25030_F","getTarget","G","()LEntity;","()Lsn;","EntityCreature","ii","net/minecraft/src","0"
"func_25032_c","setTarget","c","(LEntity;)V","(Lsn;)V","EntityCreature","ii","net/minecraft/src","0"
"func_4107_a","func_4107_a","a","(LWorld;LEntity;)V","(Lfd;Lsn;)V","Teleporter","ur","net/minecraft/src","0"
"func_4106_b","func_4106_b","b","(LWorld;LEntity;)Z","(Lfd;Lsn;)Z","Teleporter","ur","net/minecraft/src","0"
"func_4108_c","func_4108_c","c","(LWorld;LEntity;)Z","(Lfd;Lsn;)Z","Teleporter","ur","net/minecraft/src","0"
"func_27211_a","setConnections","a","(I)V","(I)V","RailLogic","vo","net/minecraft/src","0"
"func_785_b","func_785_b","a","()V","()V","RailLogic","vo","net/minecraft/src","0"
"func_784_a","isMinecartTrack","a","(III)Z","(III)Z","RailLogic","vo","net/minecraft/src","0"
"func_795_a","getMinecartTrackLogic","a","(LChunkPosition;)LRailLogic;","(Lwf;)Lvo;","RailLogic","vo","net/minecraft/src","0"
"func_793_b","isConnectedTo","b","(LRailLogic;)Z","(Lvo;)Z","RailLogic","vo","net/minecraft/src","0"
"func_794_b","isInTrack","b","(III)Z","(III)Z","RailLogic","vo","net/minecraft/src","0"
"func_790_c","getAdjacentTracks","b","()I","()I","RailLogic","vo","net/minecraft/src","0"
"func_787_c","handleKeyPress","c","(LRailLogic;)Z","(Lvo;)Z","RailLogic","vo","net/minecraft/src","0"
"func_788_d","func_788_d","d","(LRailLogic;)V","(Lvo;)V","RailLogic","vo","net/minecraft/src","0"
"func_786_c","func_786_c","c","(III)Z","(III)Z","RailLogic","vo","net/minecraft/src","0"
"func_792_a","func_792_a","a","(ZZ)V","(ZZ)V","RailLogic","vo","net/minecraft/src","0"
"func_791_a","getNAdjacentTracks","a","(LRailLogic;)I","(Lvo;)I","RailLogic","vo","net/minecraft/src","0"
"func_27089_a","setIndependent","a","()LAchievement;","()Lny;","Achievement","ny","net/minecraft/src","0"
"func_27094_b","setSpecial","b","()LAchievement;","()Lny;","Achievement","ny","net/minecraft/src","0"
"func_27091_c","registerAchievement","c","()LAchievement;","()Lny;","Achievement","ny","net/minecraft/src","0"
"func_27090_e","getDescription","e","()Ljava/lang/String;","()Ljava/lang/String;","Achievement","ny","net/minecraft/src","0"
"func_27092_a","setStatStringFormatter","a","(LIStatStringFormat;)LAchievement;","(Lgt;)Lny;","Achievement","ny","net/minecraft/src","0"
"func_27093_f","getSpecial","f","()Z","()Z","Achievement","ny","net/minecraft/src","0"
"func_27322_a","func_27322_a","a","(LJ_Functor;)LJ_JsonNodeDoesNotMatchJsonNodeSelectorException;","(Lyp;)Lad;","J_JsonNodeDoesNotMatchChainedJsonNodeSelectorException","mz","net/minecraft/src","0"
"func_27323_a","func_27323_a","a","(LJ_JsonNodeDoesNotMatchChainedJsonNodeSelectorException;LJ_JsonNodeSelector;)LJ_JsonNodeDoesNotMatchJsonNodeSelectorException;","(Lmz;Ljt;)Lad;","J_JsonNodeDoesNotMatchChainedJsonNodeSelectorException","mz","net/minecraft/src","0"
"func_27321_b","func_27321_b","b","(LJ_JsonNodeDoesNotMatchChainedJsonNodeSelectorException;LJ_JsonNodeSelector;)LJ_JsonNodeDoesNotMatchJsonNodeSelectorException;","(Lmz;Ljt;)Lad;","J_JsonNodeDoesNotMatchChainedJsonNodeSelectorException","mz","net/minecraft/src","0"
"func_27324_a","func_27324_a","a","(Ljava/util/List;)Ljava/lang/String;","(Ljava/util/List;)Ljava/lang/String;","J_JsonNodeDoesNotMatchChainedJsonNodeSelectorException","mz","net/minecraft/src","0"
"func_27208_a","func_27208_a","a","()LJ_JsonRootNode;","()Lqe;","J_JsonListenerToJdomAdapter","lt","net/minecraft/src","0"
"func_27207_a","func_27207_a","a","(LJ_JsonNodeBuilder;)V","(Llb;)V","J_JsonListenerToJdomAdapter","lt","net/minecraft/src","0"
"func_27206_b","func_27206_b","b","(LJ_JsonNodeBuilder;)V","(Llb;)V","J_JsonListenerToJdomAdapter","lt","net/minecraft/src","0"
"paint","paint","paint","(Ljava/awt/Graphics;)V","(Ljava/awt/Graphics;)V","CanvasIsomPreview","bd","net/minecraft/src","0"
"func_1263_a","getMinecraftDir","a","()Ljava/io/File;","()Ljava/io/File;","CanvasIsomPreview","bd","net/minecraft/src","0"
"func_1264_a","getAppDir","a","(Ljava/lang/String;)Ljava/io/File;","(Ljava/lang/String;)Ljava/io/File;","CanvasIsomPreview","bd","net/minecraft/src","0"
"func_1269_e","getOs","e","()LEnumOS1;","()Ljn;","CanvasIsomPreview","bd","net/minecraft/src","0"
"func_1270_b","loadWorld","b","(Ljava/lang/String;)V","(Ljava/lang/String;)V","CanvasIsomPreview","bd","net/minecraft/src","0"
"func_1266_a","setTimeOfDay","a","(I)V","(I)V","CanvasIsomPreview","bd","net/minecraft/src","0"
"func_1272_b","func_1272_b","b","()V","()V","CanvasIsomPreview","bd","net/minecraft/src","0"
"func_1273_c","exit","c","()V","()V","CanvasIsomPreview","bd","net/minecraft/src","0"
"func_1267_a","getImageBuffer","a","(II)LIsoImageBuffer;","(II)Lre;","CanvasIsomPreview","bd","net/minecraft/src","0"
"update","update","update","(Ljava/awt/Graphics;)V","(Ljava/awt/Graphics;)V","CanvasIsomPreview","bd","net/minecraft/src","0"
